current_headcount,average_burnout_score,comp_ratio,industry_demand,average_tenure_years,actual_attrition_count
145,69.64,0.95,90.37,4.73,9
492,67.0,1.07,54.06,3.58,26
60,70.13,0.98,78.75,6.22,3
81,61.9,1.0,62.08,5.03,4
101,51.14,0.99,59.69,3.54,5
259,51.93,1.17,58.87,5.15,10
100,96.51,0.92,71.79,5.38,10
184,65.8,1.06,56.38,5.08,11
269,56.16,0.98,27.11,4.43,9
115,84.95,0.91,100.0,3.03,11
318,47.74,1.07,60.0,1.03,21
372,64.87,1.1,81.7,4.61,27
317,64.59,0.88,60.03,5.15,23
430,70.45,1.1,84.57,6.78,30
237,55.57,1.05,22.23,2.83,10
497,34.31,1.1,72.61,3.82,22
86,69.67,1.08,62.41,2.88,4
68,41.87,1.1,77.19,4.78,4
305,75.77,1.04,74.97,4.57,13
330,73.95,1.03,63.08,5.24,15
245,55.99,1.0,44.21,5.69,12
165,50.42,0.85,20.02,2.39,17
141,72.17,0.98,95.53,5.24,9
353,83.62,1.06,92.72,8.06,41
335,46.54,0.88,45.85,2.05,28
97,58.38,1.09,100.0,5.06,6
116,73.04,0.93,62.36,5.68,6
315,40.33,1.2,50.01,4.77,12
283,30.67,1.06,98.55,2.34,18
259,58.03,1.14,93.42,4.72,14
441,46.61,0.97,63.26,4.11,21
495,69.47,0.92,68.09,3.37,26
281,81.63,1.02,95.96,7.03,30
419,61.82,0.9,85.52,3.65,30
328,24.31,1.02,100.0,2.89,28
147,58.08,1.06,63.92,5.8,9
382,77.62,0.99,89.82,0.5,35
426,66.94,0.96,50.35,3.31,24
134,92.47,0.88,77.93,3.24,13
156,77.17,0.92,87.76,3.92,10
56,65.59,1.12,78.27,1.54,4
250,86.78,0.91,95.06,4.32,30
64,82.02,0.94,91.81,2.26,7
417,67.57,0.89,46.3,7.71,37
373,64.94,0.93,74.23,7.44,19
434,66.07,1.11,74.1,3.95,19
365,49.82,1.11,83.15,6.68,24
496,55.91,0.91,63.85,2.56,27
299,47.57,1.19,100.0,1.61,23
114,100.0,1.04,35.29,4.07,10
174,55.8,1.02,99.88,3.06,12
147,58.21,1.13,97.17,1.33,14
202,48.93,1.08,70.73,5.42,14
159,66.65,1.14,32.47,2.9,8
181,68.25,0.98,50.58,8.85,5
113,66.88,0.86,22.42,7.44,9
129,88.34,1.0,100.0,6.35,12
175,64.26,0.97,65.81,5.72,9
414,64.53,0.85,68.27,5.85,33
368,83.89,1.01,52.23,6.31,33
437,59.51,0.86,100.0,3.89,39
381,69.0,1.17,27.52,3.12,24
220,81.39,0.85,74.51,4.35,27
491,38.61,1.05,80.17,6.44,35
211,8.64,0.97,80.91,2.93,16
373,48.44,0.9,50.19,3.93,25
425,66.17,1.04,66.3,8.42,18
56,91.0,0.94,30.89,1.39,5
52,73.01,0.94,45.35,5.36,1
274,56.35,1.12,70.51,4.77,16
369,59.86,0.92,82.45,6.75,25
194,59.17,0.86,63.05,5.38,12
102,50.69,1.11,88.13,4.71,6
120,81.36,0.92,70.46,3.66,10
472,60.26,1.05,97.12,3.5,35
309,52.01,1.0,62.0,5.83,13
383,51.68,0.91,68.59,4.63,16
67,76.58,1.02,56.55,4.17,2
360,56.96,1.09,82.18,5.34,14
207,50.07,1.01,67.53,5.02,9
192,73.27,1.08,46.65,4.71,5
413,71.21,1.02,71.36,6.14,13
251,66.28,0.89,67.59,2.43,19
202,61.74,1.08,74.22,5.69,7
53,85.6,0.86,68.6,3.8,5
423,99.72,1.02,35.66,1.08,46
70,57.15,1.09,35.53,5.7,3
132,73.49,1.1,74.51,1.3,10
473,62.87,1.13,58.97,0.77,29
476,57.81,1.07,75.93,5.4,19
333,84.23,1.17,100.0,5.8,33
288,57.04,0.8,90.07,10.7,32
378,67.44,1.06,84.08,6.28,28
434,100.0,0.88,74.31,1.73,56
327,60.11,1.04,100.0,3.07,20
260,69.22,1.01,80.66,7.26,20
290,72.97,1.06,50.49,6.04,12
498,36.32,1.04,86.83,1.86,45
118,63.47,1.02,84.7,3.58,9
457,73.77,0.9,68.92,3.01,28
439,75.76,1.03,79.05,7.85,21
156,81.4,0.99,64.23,2.85,12
393,70.11,0.9,76.59,5.61,26
385,46.91,0.93,53.53,3.36,19
57,79.72,0.91,64.43,3.73,2
225,62.78,0.9,100.0,7.09,21
331,61.89,1.16,36.61,0.64,22
182,54.66,0.99,75.07,1.87,12
469,54.24,0.82,100.0,4.45,43
413,72.64,1.1,97.8,8.4,28
305,56.86,1.06,45.49,6.5,17
402,50.85,0.91,81.4,6.23,34
233,54.53,0.98,58.64,4.84,9
219,95.27,1.0,81.55,1.6,26
208,46.99,1.11,52.16,2.89,9
404,70.31,0.87,58.93,5.46,33
368,58.09,0.98,61.9,5.2,23
273,66.17,1.15,77.7,0.5,19
432,43.25,1.03,42.24,6.44,19
362,82.38,0.96,100.0,5.84,30
208,78.25,0.94,60.91,4.87,7
125,66.16,1.09,100.0,7.92,8
430,43.23,0.88,100.0,4.43,45
189,80.44,0.95,84.45,4.91,18
171,63.7,0.98,88.34,3.28,14
310,55.83,1.08,57.07,6.19,15
264,57.18,1.1,38.45,4.6,13
192,72.47,0.95,97.73,6.83,13
443,83.16,0.98,78.67,6.14,42
407,84.58,0.93,64.76,0.5,51
488,48.94,0.94,52.49,1.45,41
476,90.19,0.77,87.32,6.64,68
378,73.82,1.13,43.38,6.23,18
251,81.24,0.93,66.63,4.98,19
202,88.92,1.11,41.14,4.84,15
289,52.24,1.05,85.19,2.92,24
85,71.34,0.88,58.76,4.57,6
189,64.84,1.04,100.0,5.95,15
372,66.42,1.0,63.94,1.78,21
331,42.44,0.93,62.83,6.78,11
115,70.25,0.92,68.11,2.79,6
201,85.18,0.94,84.18,4.82,18
301,51.22,1.2,64.88,4.99,15
308,63.29,1.0,45.25,3.72,20
384,80.57,1.04,90.48,1.7,42
372,75.45,0.9,78.84,4.93,32
439,89.63,0.88,83.84,4.06,54
454,69.28,0.97,87.97,3.28,31
495,76.79,1.13,60.55,1.49,34
372,68.12,0.98,86.87,2.7,22
76,47.67,0.91,63.34,4.65,3
143,81.1,1.08,63.78,2.32,9
195,61.06,1.05,94.74,2.75,13
445,95.13,1.12,86.04,1.51,58
442,69.48,0.97,89.8,5.86,21
228,63.86,1.01,100.0,5.24,11
423,56.86,1.0,74.46,2.09,22
472,81.64,0.99,44.85,4.87,40
72,81.99,1.07,85.63,4.34,8
242,75.62,1.05,56.83,4.85,10
357,65.26,0.89,38.29,4.23,35
362,53.0,0.98,59.28,2.48,21
180,66.13,0.86,69.87,0.5,20
168,44.36,0.98,88.44,1.5,16
106,62.3,1.02,55.53,3.91,6
281,55.9,1.13,42.83,4.32,16
202,54.15,0.97,71.95,5.07,14
251,55.39,0.78,72.39,6.88,20
112,59.65,0.98,99.0,3.28,7
341,77.23,1.01,86.01,7.75,31
434,62.9,1.12,97.5,4.42,36
446,86.83,0.96,32.81,3.96,43
438,74.73,0.99,31.19,2.56,22
244,51.64,0.95,91.11,4.24,19
62,67.81,1.03,45.91,8.61,2
383,39.86,1.0,66.09,6.08,22
264,70.36,0.91,56.59,2.7,12
93,81.9,1.16,89.56,7.04,9
394,55.46,1.05,83.31,3.33,23
187,65.7,0.94,55.73,5.3,8
454,98.31,1.09,95.55,4.56,51
396,36.42,0.83,77.79,5.37,30
197,90.82,0.91,94.96,4.44,26
350,47.05,0.76,62.68,4.36,24
347,67.15,1.09,65.89,5.46,13
237,50.12,0.92,60.36,5.51,13
160,54.12,0.94,58.46,3.46,9
361,55.29,0.97,22.62,4.11,21
335,73.51,1.03,49.82,5.96,16
293,49.99,1.06,58.34,6.37,16
422,67.49,0.88,76.2,4.45,35
62,69.42,0.98,80.76,2.59,3
60,65.93,1.18,99.05,4.77,3
425,36.39,1.0,65.4,2.58,13
68,41.13,0.99,50.43,5.24,5
165,85.03,0.92,56.08,4.18,17
288,62.52,0.99,58.9,3.51,11
360,66.79,0.76,43.37,3.0,26
478,83.2,0.89,59.97,8.17,59
64,87.68,0.98,59.21,4.85,6
441,62.45,1.08,65.63,5.44,26
213,79.78,0.99,49.34,7.16,11
389,76.6,0.98,64.54,7.2,25
438,52.47,0.99,79.51,5.0,18
405,60.7,0.97,71.81,2.26,23
332,52.19,1.2,54.16,2.11,17
313,63.34,0.82,77.97,4.86,26
142,56.55,0.88,69.66,2.38,12
111,40.01,0.95,51.55,7.67,6
350,87.89,1.08,99.57,2.41,39
332,67.33,0.91,56.73,7.32,12
493,52.92,1.01,51.2,2.39,16
414,71.09,1.02,66.31,1.21,28
86,69.18,1.08,65.26,0.5,5
349,42.72,0.96,67.38,7.69,19
187,68.68,0.82,63.78,10.37,12
336,56.79,0.92,50.41,4.22,20
349,71.97,0.98,46.72,0.5,22
273,65.12,0.87,46.66,4.69,21
332,57.42,1.1,100.0,2.95,27
389,43.12,1.0,59.5,2.6,17
206,63.6,0.78,49.21,4.03,15
260,50.18,1.12,70.02,1.31,19
137,49.75,0.98,24.0,5.67,8
363,43.25,0.86,83.45,3.55,36
213,42.0,0.94,95.01,5.09,15
94,68.58,0.93,37.09,0.88,6
414,65.12,1.0,47.57,1.6,28
411,61.5,1.11,30.11,6.57,24
65,53.54,0.97,51.9,3.14,2
461,54.42,1.03,62.17,4.31,30
163,56.43,1.17,58.58,3.23,10
429,60.17,1.09,37.42,5.44,15
203,65.3,1.08,85.67,5.38,16
55,63.16,1.11,76.94,2.0,2
494,70.81,1.22,92.73,2.82,46
96,75.34,1.13,71.0,6.54,6
298,71.01,1.02,60.33,4.44,12
327,64.33,1.09,61.56,7.71,19
424,69.38,1.0,69.77,5.52,18
361,69.99,1.12,96.15,3.49,22
457,43.25,0.98,65.28,6.6,24
257,89.18,0.99,76.66,4.91,20
191,78.08,0.89,87.31,2.65,20
409,60.74,1.05,82.33,3.7,28
290,81.03,0.96,68.63,5.49,32
403,79.11,0.99,66.37,5.48,20
307,60.15,1.08,100.0,6.02,24
469,62.27,0.84,77.13,5.8,39
334,92.82,0.98,80.47,4.76,37
295,68.18,1.09,64.72,4.49,15
236,66.44,0.88,98.44,8.4,24
498,50.27,0.93,92.17,7.35,34
100,60.0,0.89,56.01,2.17,6
289,49.94,1.07,50.33,7.76,21
306,63.13,1.09,73.19,4.68,14
443,43.29,0.92,60.94,5.47,21
467,65.28,1.0,69.51,5.58,24
314,61.22,1.01,45.66,2.91,17
460,58.93,0.98,54.61,3.24,33
401,79.11,1.05,92.06,3.63,22
267,58.4,1.01,88.89,5.32,20
277,40.05,0.98,43.59,5.2,15
166,73.8,0.97,93.2,7.22,10
396,66.15,1.18,76.46,4.82,17
492,80.33,1.02,58.22,3.78,38
345,68.48,0.98,76.38,2.33,21
390,41.06,1.03,72.1,3.56,19
392,49.03,1.09,100.0,1.98,36
73,50.35,1.1,78.98,8.0,4
123,59.87,1.11,82.95,4.44,8
64,83.14,1.11,67.43,3.78,5
131,62.19,0.96,74.45,7.36,6
293,81.16,1.17,34.07,2.05,24
214,66.56,0.89,39.15,5.05,17
62,78.92,0.91,70.95,2.81,3
271,80.02,1.09,56.58,4.18,28
307,82.61,1.05,55.43,5.33,29
401,76.67,0.95,83.6,2.24,25
92,83.84,1.12,92.71,2.4,9
280,61.14,0.88,33.77,5.94,23
111,65.88,0.8,43.27,6.75,8
420,56.22,0.94,52.27,4.46,21
375,69.91,1.02,79.89,2.24,19
474,66.71,0.84,86.4,5.05,49
177,78.59,1.08,54.39,6.99,4
101,70.29,1.18,52.23,6.49,5
381,70.53,1.0,72.42,3.22,22
493,58.54,1.06,61.38,4.34,24
179,79.09,0.97,46.21,3.71,9
366,62.76,0.99,45.75,5.8,18
259,63.22,0.9,71.41,2.28,21
117,90.02,1.13,42.32,2.41,10
230,46.32,0.99,79.74,3.98,7
223,44.41,0.97,97.48,6.56,15
208,31.77,1.05,81.99,1.4,17
235,55.65,1.1,84.42,0.5,24
50,87.28,0.94,69.98,5.8,4
149,62.61,0.89,88.11,2.09,18
477,85.49,0.95,66.66,6.97,47
219,100.0,1.03,73.65,3.1,17
216,54.93,0.95,58.28,5.05,13
179,60.59,1.0,100.0,2.97,13
66,82.2,1.08,85.72,2.2,7
280,51.82,1.0,54.71,5.56,11
432,56.22,1.15,71.89,4.21,22
484,82.32,1.13,23.9,6.97,40
444,86.24,0.93,70.33,2.11,42
144,66.97,1.06,72.0,7.16,8
121,74.74,0.97,91.57,2.5,6
222,93.9,1.01,87.93,4.76,26
451,95.66,0.9,91.68,4.44,44
185,100.0,0.97,38.74,2.18,14
493,96.05,1.09,100.0,3.24,57
425,85.08,1.04,78.25,3.9,38
488,87.05,0.85,100.0,3.9,78
431,74.37,1.12,71.83,0.5,31
399,59.4,0.89,66.94,5.33,34
303,97.56,0.86,71.02,5.46,34
476,49.38,0.88,60.71,5.08,47
112,65.72,0.92,74.31,0.5,6
232,63.12,0.96,94.17,3.55,14
321,94.14,0.84,98.91,3.96,44
424,79.16,1.11,100.0,6.7,20
490,69.84,0.84,80.05,2.13,46
282,80.89,1.12,86.36,3.07,29
292,58.15,1.27,57.91,7.99,14
405,58.51,0.82,57.21,2.0,46
498,59.02,0.98,57.79,5.48,30
424,63.65,0.87,97.14,7.89,40
193,71.85,0.96,52.95,5.72,9
115,48.08,1.04,60.32,8.29,5
299,65.28,1.04,91.96,4.8,25
83,76.88,1.03,51.88,7.11,2
63,76.76,1.01,99.91,4.48,5
211,62.81,1.0,83.51,4.17,13
323,68.26,0.98,54.79,6.99,16
444,56.24,1.3,50.64,6.8,19
57,72.64,0.96,62.8,2.47,2
74,88.69,1.05,71.51,5.17,7
97,63.02,1.06,92.6,5.54,6
68,52.02,0.92,59.64,0.93,4
112,42.76,1.07,74.12,5.5,5
495,100.0,1.1,89.09,5.24,54
318,77.78,1.06,58.0,3.28,18
292,63.19,0.86,91.13,7.37,31
158,62.55,0.98,100.0,6.07,12
246,86.01,1.01,72.86,1.52,28
483,53.21,0.88,59.24,3.47,39
333,32.56,1.09,84.11,5.01,17
156,53.35,1.14,51.21,3.56,6
351,48.0,1.03,92.63,4.81,31
97,67.31,0.91,61.56,4.06,4
77,66.04,0.8,56.16,4.77,6
442,97.66,0.99,79.66,4.91,37
494,72.68,1.07,100.0,5.04,38
221,28.64,1.13,71.85,4.77,7
301,69.57,1.01,54.42,4.24,15
192,58.62,1.22,94.04,4.63,12
181,71.77,0.87,91.94,2.77,17
95,55.31,1.1,81.81,1.98,9
207,63.73,1.02,100.0,3.62,13
408,83.05,0.95,86.52,0.77,50
113,64.19,1.02,70.51,6.53,4
408,66.5,1.01,93.5,2.97,29
107,88.86,0.9,78.39,7.49,11
365,78.83,1.01,78.7,2.84,15
96,61.4,1.0,80.59,6.21,6
354,68.02,1.11,77.23,3.63,13
444,34.21,0.93,58.79,4.15,22
396,70.44,1.0,58.62,5.07,21
188,72.67,1.1,80.13,3.04,12
285,89.47,0.94,59.87,2.52,24
250,62.38,0.88,53.47,2.77,20
455,81.01,0.99,62.96,1.78,49
420,82.42,1.04,79.09,4.7,43
277,73.4,1.02,71.32,4.45,14
285,100.0,0.96,69.9,2.84,27
468,90.35,1.1,79.94,5.21,51
71,84.47,1.18,70.31,2.53,5
250,65.5,1.04,65.44,5.06,10
59,58.15,0.96,80.94,1.99,4
407,80.49,1.06,63.46,9.58,30
326,70.44,1.01,47.65,3.23,21
311,100.0,0.99,89.53,0.5,37
218,78.7,0.94,52.49,4.18,10
303,71.35,1.03,59.27,2.68,18
322,54.26,1.06,55.23,3.87,20
54,71.49,0.87,93.35,0.5,6
202,72.11,1.06,100.0,5.2,14
118,77.85,0.85,72.43,3.61,9
158,77.33,1.01,47.51,4.66,6
351,67.27,0.95,100.0,8.2,18
446,67.33,1.03,84.09,5.12,38
238,97.88,0.92,53.24,5.52,23
381,59.72,0.9,76.99,4.9,27
110,55.63,1.14,84.81,6.84,9
373,68.01,0.83,72.79,4.61,32
136,58.66,1.22,62.42,9.13,6
173,69.2,1.03,41.41,7.07,8
276,61.96,0.97,55.95,4.49,13
259,69.11,1.07,54.76,4.13,13
84,37.93,1.03,59.79,5.44,3
420,58.47,0.91,95.56,3.75,26
463,75.6,0.88,59.41,4.82,38
199,79.28,1.06,89.3,6.63,14
375,72.48,0.9,48.2,4.68,32
325,55.34,1.11,77.8,6.75,12
267,80.58,0.95,68.34,4.7,25
393,65.17,1.0,59.67,1.24,25
494,89.89,0.91,99.21,1.68,63
